2026-04-27 15:37:44 | INFO     | memory | Redis connected for session memory

To 
2026-05-12 18:34:05 | WARNING  | memory | Redis get_history failed for 8b484c90-640f-415e-9207-9804d36d8ec4: Authentication required.
2026-05-12 18:34:05 | WARNING  | memory | Redis add_turn failed for 8b484c90-640f-415e-9207-9804d36d8ec4: Authentication required.
2026-05-12 18:34:05 | INFO     | chat | [8b484c90-640f-415e-9207-9804d36d8ec4] in=Loan Eligibility | out=Hello! I’m Ananya, your digital banking assistant at TrustBank. I can certainly help you explore loan eligibility. 

To  | latency=1788.35ms tokens=447
2026-05-12 18:34:15 | WARNING  | translator | translation failed src=auto tgt=ENGLISH after 67.39ms: Server error '502 Bad Gateway' for url 'https://mice-tires-intelligence-outlets.trycloudflare.com/translate'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/502
2026-05-12 18:34:15 | INFO     | chat | [8b484c90-640f-415e-9207-9804d36d8ec4] sector=banking src=auto tgt=ENGLISH msg=i want home loan...
2026-05-12 18:34:15 | WARNING  | memory | Redis get_history failed for 8b484c90-640f-415e-9207-9804d36d8ec4: Authentication required.
2026-05-12 18:34:15 | INFO     | llm | LLM /v1/chat/completions ok messages=1 latency=290.28ms tokens=368 out=```json
{"intent": "loan_eligibility", "confidence": 0.90, "params": {}}
```
2026-05-12 18:34:15 | INFO     | intent | intent=loan_eligibility conf=0.9 sector=banking
2026-05-12 18:34:15 | INFO     | chat | [8b484c90-640f-415e-9207-9804d36d8ec4] intent=loan_eligibility conf=0.9
2026-05-12 18:34:16 | INFO     | llm | LLM /v1/chat/completions ok messages=2 latency=1213.65ms tokens=439 out=Okay, I can certainly help you check your eligibility for a home loan. 

First, I need a little more information to asse
2026-05-12 18:34:16 | WARNING  | memory | Redis get_history failed for 8b484c90-640f-415e-9207-9804d36d8ec4: Authentication required.
2026-05-12 18:34:16 | WARNING  | memory | Redis add_turn failed for 8b484c90-640f-415e-9207-9804d36d8ec4: Authentication required.
2026-05-12 18:34:16 | INFO     | chat | [8b484c90-640f-415e-9207-9804d36d8ec4] in=i want home loan | out=Okay, I can certainly help you check your eligibility for a home loan. 

First, I need a little more information to asse | latency=1574.31ms tokens=439
2026-05-12 18:35:08 | INFO     | translator | translate src=auto tgt=ENGLISH latency=379.39ms in=i want 10 lakhs amount the tenure will be 5 years and my yearly income is 2 lakh out=i want 10 lakhs amount the tenure will be 5 years and my yearly income is 2 lakh
2026-05-12 18:35:08 | INFO     | chat | [8b484c90-640f-415e-9207-9804d36d8ec4] sector=banking src=auto tgt=ENGLISH msg=i want 10 lakhs amount the tenure will be 5 years and my yearly income is 2 lakh...
2026-05-12 18:35:08 | WARNING  | memory | Redis get_history failed for 8b484c90-640f-415e-9207-9804d36d8ec4: Authentication required.
2026-05-12 18:35:09 | INFO     | llm | LLM /v1/chat/completions ok messages=1 latency=488.39ms tokens=418 out=```json
{"intent": "loan_eligibility", "confidence": 0.90, "params": {"loan_amount": "10 lakhs", "tenure": "5 years", "y
2026-05-12 18:35:09 | INFO     | intent | intent=loan_eligibility conf=0.9 sector=banking
2026-05-12 18:35:09 | INFO     | chat | [8b484c90-640f-415e-9207-9804d36d8ec4] intent=loan_eligibility conf=0.9
2026-05-12 18:35:10 | INFO     | llm | LLM /v1/chat/completions ok messages=2 latency=1199.66ms tokens=489 out=Okay, thank you for providing that information. I can certainly check your loan eligibility based on your requirements.

2026-05-12 18:35:10 | WARNING  | memory | Redis get_history failed for 8b484c90-640f-415e-9207-9804d36d8ec4: Authentication required.
2026-05-12 18:35:10 | WARNING  | memory | Redis add_turn failed for 8b484c90-640f-415e-9207-9804d36d8ec4: Authentication required.
2026-05-12 18:35:10 | INFO     | chat | [8b484c90-640f-415e-9207-9804d36d8ec4] in=i want 10 lakhs amount the tenure will be 5 years and my yearly income is 2 lakhs and i am currently my own business | out=Okay, thank you for providing that information. I can certainly check your loan eligibility based on your requirements.
 | latency=2071.03ms tokens=489
2026-05-12 18:37:50 | WARNING  | translator | translation failed src=auto tgt=ENGLISH after 478.43ms: Server error '502 Bad Gateway' for url 'https://mice-tires-intelligence-outlets.trycloudflare.com/translate'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/502
2026-05-12 18:37:50 | INFO     | chat | [8b484c90-640f-415e-9207-9804d36d8ec4] sector=banking src=auto tgt=ENGLISH msg=i want home loan...
2026-05-12 18:37:50 | WARNING  | memory | Redis get_history failed for 8b484c90-640f-415e-9207-9804d36d8ec4: Authentication required.
2026-05-12 18:37:50 | INFO     | llm | LLM /v1/chat/completions ok messages=1 latency=348.48ms tokens=367 out=```json
{"intent": "loan_eligibility", "confidence": 0.9, "params": {}}
```
2026-05-12 18:37:50 | INFO     | intent | intent=loan_eligibility conf=0.9 sector=banking
2026-05-12 18:37:50 | INFO     | chat | [8b484c90-640f-415e-9207-9804d36d8ec4] intent=loan_eligibility conf=0.9
2026-05-12 18:37:52 | INFO     | llm | LLM /v1/chat/completions ok messages=2 latency=1378.59ms tokens=455 out=Okay, I can certainly help you check your eligibility for a home loan. 

First, I need a little more information to get 
2026-05-12 18:37:52 | WARNING  | memory | Redis get_history failed for 8b484c90-640f-415e-9207-9804d36d8ec4: Authentication required.
2026-05-12 18:37:52 | WARNING  | memory | Redis add_turn failed for 8b484c90-640f-415e-9207-9804d36d8ec4: Authentication required.
2026-05-12 18:37:52 | INFO     | chat | [8b484c90-640f-415e-9207-9804d36d8ec4] in=i want home loan | out=Okay, I can certainly help you check your eligibility for a home loan. 

First, I need a little more information to get  | latency=2209.13ms tokens=455
2026-05-12 18:38:10 | WARNING  | translator | translation failed src=auto tgt=ENGLISH after 102.64ms: Server error '502 Bad Gateway' for url 'https://mice-tires-intelligence-outlets.trycloudflare.com/translate'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/502
2026-05-12 18:38:10 | INFO     | chat | [8b484c90-640f-415e-9207-9804d36d8ec4] sector=banking src=auto tgt=ENGLISH msg=i want 10 lakhs loan...
2026-05-12 18:38:10 | WARNING  | memory | Redis get_history failed for 8b484c90-640f-415e-9207-9804d36d8ec4: Authentication required.
2026-05-12 18:38:10 | INFO     | llm | LLM /v1/chat/completions ok messages=1 latency=382.34ms tokens=378 out=```json
{"intent": "loan_eligibility", "confidence": 0.9, "params": {"loan_amount": "10 lakhs"}}
```
2026-05-12 18:38:10 | INFO     | intent | intent=loan_eligibility conf=0.9 sector=banking
2026-05-12 18:38:10 | INFO     | chat | [8b484c90-640f-415e-9207-9804d36d8ec4] intent=loan_eligibility conf=0.9
2026-05-12 18:38:12 | INFO     | llm | LLM /v1/chat/completions ok messages=2 latency=1732.6ms tokens=521 out=Okay, I can certainly help you explore loan eligibility for a 10 lakh loan. 

To give you the most accurate information 
2026-05-12 18:38:12 | WARNING  | memory | Redis get_history failed for 8b484c90-640f-415e-9207-9804d36d8ec4: Authentication required.
2026-05-12 18:38:12 | WARNING  | memory | Redis add_turn failed for 8b484c90-640f-415e-9207-9804d36d8ec4: Authentication required.
2026-05-12 18:38:12 | INFO     | chat | [8b484c90-640f-415e-9207-9804d36d8ec4] in=i want 10 lakhs loan | out=Okay, I can certainly help you explore loan eligibility for a 10 lakh loan. 

To give you the most accurate information  | latency=2220.89ms tokens=521
2026-05-12 18:39:45 | INFO     | translator | translate src=auto tgt=ENGLISH latency=585.4ms in=Hello out=हेलो
2026-05-12 18:39:45 | INFO     | chat | [a1ac850d-8c20-45f3-a61e-f5b87c2a9c78] sector=retail src=auto tgt=ENGLISH msg=हेलो...
2026-05-12 18:39:45 | WARNING  | memory | Redis get_history failed for a1ac850d-8c20-45f3-a61e-f5b87c2a9c78: Authentication required.
2026-05-12 18:39:45 | INFO     | llm | LLM /v1/chat/completions ok messages=1 latency=301.61ms tokens=335 out={"intent": "general_query", "confidence": 0.8, "params": {}}
2026-05-12 18:39:45 | INFO     | intent | intent=general_query conf=0.8 sector=retail
2026-05-12 18:39:45 | INFO     | chat | [a1ac850d-8c20-45f3-a61e-f5b87c2a9c78] intent=general_query conf=0.8
2026-05-12 18:39:45 | INFO     | rag | RAG: query='हेलो' sector=retail found=2 chunks
2026-05-12 18:39:46 | INFO     | llm | LLM /v1/chat/completions ok messages=2 latency=661.16ms tokens=822 out=Hello there! I’m Priya, and I’m here to help you with your ShopEasy order today. I understand that dealing with deliveri
2026-05-12 18:39:46 | WARNING  | memory | Redis get_history failed for a1ac850d-8c20-45f3-a61e-f5b87c2a9c78: Authentication required.
2026-05-12 18:39:46 | WARNING  | memory | Redis add_turn failed for a1ac850d-8c20-45f3-a61e-f5b87c2a9c78: Authentication required.
2026-05-12 18:39:46 | INFO     | chat | [a1ac850d-8c20-45f3-a61e-f5b87c2a9c78] in=हेलो | out=Hello there! I’m Priya, and I’m here to help you with your ShopEasy order today. I understand that dealing with deliveri | latency=1726.37ms tokens=822
2026-05-12 18:40:02 | INFO     | translator | translate src=auto tgt=ENGLISH latency=178.24ms in=Order delay out=Order delay
2026-05-12 18:40:02 | INFO     | chat | [a1ac850d-8c20-45f3-a61e-f5b87c2a9c78] sector=retail src=auto tgt=ENGLISH msg=Order delay...
2026-05-12 18:40:02 | WARNING  | memory | Redis get_history failed for a1ac850d-8c20-45f3-a61e-f5b87c2a9c78: Authentication required.
2026-05-12 18:40:03 | INFO     | llm | LLM /v1/chat/completions ok messages=1 latency=307.68ms tokens=337 out={"intent": "order_tracking", "confidence": 0.85, "params": {}}
2026-05-12 18:40:03 | INFO     | intent | intent=order_tracking conf=0.85 sector=retail
2026-05-12 18:40:03 | INFO     | chat | [a1ac850d-8c20-45f3-a61e-f5b87c2a9c78] intent=order_tracking conf=0.85
2026-05-12 18:40:03 | INFO     | rag | RAG: query='Order delay' sector=retail found=2 chunks
2026-05-12 18:40:03 | INFO     | llm | LLM /v1/chat/completions ok messages=2 latency=409.3ms tokens=817 out=Hello there! I understand you’d like to track your order. Could you please provide me with your order ID so I can quickl
2026-05-12 18:40:03 | WARNING  | memory | Redis get_history failed for a1ac850d-8c20-45f3-a61e-f5b87c2a9c78: Authentication required.
2026-05-12 18:40:03 | WARNING  | memory | Redis add_turn failed for a1ac850d-8c20-45f3-a61e-f5b87c2a9c78: Authentication required.
2026-05-12 18:40:03 | INFO     | chat | [a1ac850d-8c20-45f3-a61e-f5b87c2a9c78] in=Order delay | out=Hello there! I understand you’d like to track your order. Could you please provide me with your order ID so I can quickl | latency=1051.05ms tokens=817
2026-05-12 18:40:11 | WARNING  | translator | translation failed src=auto tgt=ENGLISH after 49.78ms: Server error '502 Bad Gateway' for url 'https://mice-tires-intelligence-outlets.trycloudflare.com/translate'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/502
2026-05-12 18:40:11 | INFO     | chat | [a1ac850d-8c20-45f3-a61e-f5b87c2a9c78] sector=retail src=auto tgt=ENGLISH msg=3451GH...
2026-05-12 18:40:11 | WARNING  | memory | Redis get_history failed for a1ac850d-8c20-45f3-a61e-f5b87c2a9c78: Authentication required.
2026-05-12 18:40:12 | INFO     | llm | LLM /v1/chat/completions ok messages=1 latency=295.35ms tokens=339 out={"intent": "general_query", "confidence": 0.8, "params": {}}
2026-05-12 18:40:12 | INFO     | intent | intent=general_query conf=0.8 sector=retail
2026-05-12 18:40:12 | INFO     | chat | [a1ac850d-8c20-45f3-a61e-f5b87c2a9c78] intent=general_query conf=0.8
2026-05-12 18:40:12 | INFO     | rag | RAG: query='3451GH' sector=retail found=2 chunks
2026-05-12 18:40:12 | INFO     | llm | LLM /v1/chat/completions ok messages=2 latency=613.56ms tokens=821 out=Hello there! I’m Priya, and I’m here to help you with your ShopEasy order today. I understand that waiting for a deliver
2026-05-12 18:40:12 | WARNING  | memory | Redis get_history failed for a1ac850d-8c20-45f3-a61e-f5b87c2a9c78: Authentication required.
2026-05-12 18:40:12 | WARNING  | memory | Redis add_turn failed for a1ac850d-8c20-45f3-a61e-f5b87c2a9c78: Authentication required.
2026-05-12 18:40:12 | INFO     | chat | [a1ac850d-8c20-45f3-a61e-f5b87c2a9c78] in=3451GH | out=Hello there! I’m Priya, and I’m here to help you with your ShopEasy order today. I understand that waiting for a deliver | latency=1109.61ms tokens=821
2026-05-12 18:40:22 | WARNING  | translator | translation failed src=auto tgt=ENGLISH after 50.74ms: Server error '502 Bad Gateway' for url 'https://mice-tires-intelligence-outlets.trycloudflare.com/translate'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/502
2026-05-12 18:40:22 | INFO     | chat | [a1ac850d-8c20-45f3-a61e-f5b87c2a9c78] sector=retail src=auto tgt=ENGLISH msg=3451Q...
2026-05-12 18:40:22 | WARNING  | memory | Redis get_history failed for a1ac850d-8c20-45f3-a61e-f5b87c2a9c78: Authentication required.
2026-05-12 18:40:22 | INFO     | llm | LLM /v1/chat/completions ok messages=1 latency=317.18ms tokens=339 out={"intent": "general_query", "confidence": 0.8, "params": {}}
2026-05-12 18:40:22 | INFO     | intent | intent=general_query conf=0.8 sector=retail
2026-05-12 18:40:22 | INFO     | chat | [a1ac850d-8c20-45f3-a61e-f5b87c2a9c78] intent=general_query conf=0.8
2026-05-12 18:40:23 | INFO     | rag | RAG: query='3451Q' sector=retail found=2 chunks
2026-05-12 18:40:23 | INFO     | llm | LLM /v1/chat/completions ok messages=2 latency=636.98ms tokens=827 out=Hello there! I’m Priya, and I’m here to help you with your ShopEasy order today. I understand that dealing with deliveri
2026-05-12 18:40:23 | WARNING  | memory | Redis get_history failed for a1ac850d-8c20-45f3-a61e-f5b87c2a9c78: Authentication required.
2026-05-12 18:40:23 | WARNING  | memory | Redis add_turn failed for a1ac850d-8c20-45f3-a61e-f5b87c2a9c78: Authentication required.
2026-05-12 18:40:23 | INFO     | chat | [a1ac850d-8c20-45f3-a61e-f5b87c2a9c78] in=3451Q | out=Hello there! I’m Priya, and I’m here to help you with your ShopEasy order today. I understand that dealing with deliveri | latency=1152.58ms tokens=827
2026-05-12 18:40:44 | INFO     | translator | translate src=auto tgt=ENGLISH latency=248.54ms in=Hello out=हेलो
2026-05-12 18:40:44 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] sector=education src=auto tgt=ENGLISH msg=हेलो...
2026-05-12 18:40:44 | WARNING  | memory | Redis get_history failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:40:44 | INFO     | llm | LLM /v1/chat/completions ok messages=1 latency=310.66ms tokens=342 out={"intent": "general_query", "confidence": 0.85, "params": {}}
2026-05-12 18:40:44 | INFO     | intent | intent=general_query conf=0.85 sector=education
2026-05-12 18:40:44 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] intent=general_query conf=0.85
2026-05-12 18:40:45 | INFO     | llm | LLM /v1/chat/completions ok messages=2 latency=954.19ms tokens=315 out=Namaste! Welcome to LearnHub. My name is Arjun, and I’m a student counselor here. It’s wonderful to have you! I understa
2026-05-12 18:40:45 | WARNING  | memory | Redis get_history failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:40:45 | WARNING  | memory | Redis add_turn failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:40:45 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] in=हेलो | out=Namaste! Welcome to LearnHub. My name is Arjun, and I’m a student counselor here. It’s wonderful to have you! I understa | latency=1521.89ms tokens=315
2026-05-12 18:40:51 | INFO     | translator | translate src=auto tgt=ENGLISH latency=207.17ms in=Come o out=Let's go to the
2026-05-12 18:40:51 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] sector=education src=auto tgt=ENGLISH msg=Let's go to the...
2026-05-12 18:40:51 | WARNING  | memory | Redis get_history failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:40:51 | INFO     | llm | LLM /v1/chat/completions ok messages=1 latency=241.86ms tokens=346 out={"intent": "general_query", "confidence": 0.6, "params": {}}
2026-05-12 18:40:51 | INFO     | intent | intent=general_query conf=0.6 sector=education
2026-05-12 18:40:51 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] intent=general_query conf=0.6
2026-05-12 18:40:53 | INFO     | llm | LLM /v1/chat/completions ok messages=2 latency=1184.27ms tokens=355 out=Okay, wonderful to meet you! I’m Arjun, and I’m here to help you navigate your journey at LearnHub. It’s fantastic that 
2026-05-12 18:40:53 | WARNING  | memory | Redis get_history failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:40:53 | WARNING  | memory | Redis add_turn failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:40:53 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] in=Let's go to the | out=Okay, wonderful to meet you! I’m Arjun, and I’m here to help you navigate your journey at LearnHub. It’s fantastic that  | latency=1636.53ms tokens=355
2026-05-12 18:40:56 | INFO     | translator | translate src=auto tgt=ENGLISH latency=48.8ms in=come on out=come on
2026-05-12 18:40:56 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] sector=education src=auto tgt=ENGLISH msg=come on...
2026-05-12 18:40:56 | WARNING  | memory | Redis get_history failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:40:56 | INFO     | llm | LLM /v1/chat/completions ok messages=1 latency=244.66ms tokens=342 out={"intent": "general_query", "confidence": 0.8, "params": {}}
2026-05-12 18:40:56 | INFO     | intent | intent=general_query conf=0.8 sector=education
2026-05-12 18:40:56 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] intent=general_query conf=0.8
2026-05-12 18:40:58 | INFO     | llm | LLM /v1/chat/completions ok messages=2 latency=1823.04ms tokens=442 out=Okay, fantastic! Welcome to LearnHub! I’m Arjun, and I’m really happy you’ve reached out. It takes courage to explore yo
2026-05-12 18:40:58 | WARNING  | memory | Redis get_history failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:40:58 | WARNING  | memory | Redis add_turn failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:40:58 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] in=come on | out=Okay, fantastic! Welcome to LearnHub! I’m Arjun, and I’m really happy you’ve reached out. It takes courage to explore yo | latency=2119.7ms tokens=442
2026-05-12 18:41:05 | INFO     | translator | translate src=auto tgt=ENGLISH latency=51.02ms in=Our courses! out=Our courses!
2026-05-12 18:41:05 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] sector=education src=auto tgt=ENGLISH msg=Our courses!...
2026-05-12 18:41:05 | WARNING  | memory | Redis get_history failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:41:05 | INFO     | llm | LLM /v1/chat/completions ok messages=1 latency=259.11ms tokens=343 out={"intent": "course_info", "confidence": 0.85, "params": {}}
2026-05-12 18:41:05 | INFO     | intent | intent=course_info conf=0.85 sector=education
2026-05-12 18:41:05 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] intent=course_info conf=0.85
2026-05-12 18:41:07 | INFO     | llm | LLM /v1/chat/completions ok messages=2 latency=1804.59ms tokens=452 out=Hello there! Welcome to LearnHub. I’m Arjun, your student counselor, and I’m absolutely thrilled you’re exploring our pr
2026-05-12 18:41:07 | WARNING  | memory | Redis get_history failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:41:07 | WARNING  | memory | Redis add_turn failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:41:07 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] in=Our courses! | out=Hello there! Welcome to LearnHub. I’m Arjun, your student counselor, and I’m absolutely thrilled you’re exploring our pr | latency=2118.01ms tokens=452
2026-05-12 18:41:26 | INFO     | translator | translate src=auto tgt=ENGLISH latency=221.2ms in=*Undergraduate Programs out=* The Undergraduate Programs.
2026-05-12 18:41:26 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] sector=education src=auto tgt=ENGLISH msg=* The Undergraduate Programs....
2026-05-12 18:41:26 | WARNING  | memory | Redis get_history failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:41:26 | INFO     | llm | LLM /v1/chat/completions ok messages=1 latency=282.41ms tokens=343 out={"intent": "course_info", "confidence": 0.9, "params": {}}
2026-05-12 18:41:26 | INFO     | intent | intent=course_info conf=0.9 sector=education
2026-05-12 18:41:26 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] intent=course_info conf=0.9
2026-05-12 18:41:32 | INFO     | llm | LLM /v1/chat/completions ok messages=2 latency=5935.23ms tokens=1020 out=Hello there! Welcome to LearnHub. It’s fantastic that you’re exploring our undergraduate programs – a really exciting ti
2026-05-12 18:41:32 | WARNING  | memory | Redis get_history failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:41:32 | WARNING  | memory | Redis add_turn failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:41:32 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] in=* The Undergraduate Programs. | out=Hello there! Welcome to LearnHub. It’s fantastic that you’re exploring our undergraduate programs – a really exciting ti | latency=6442.45ms tokens=1020
2026-05-12 18:41:50 | INFO     | translator | translate src=auto tgt=ENGLISH latency=747.68ms in=Bachelor of Business Administration (BBA out=Bachelor of Business Administration (BA)
2026-05-12 18:41:50 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] sector=education src=auto tgt=ENGLISH msg=Bachelor of Business Administration (BA)...
2026-05-12 18:41:50 | WARNING  | memory | Redis get_history failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:41:51 | INFO     | llm | LLM /v1/chat/completions ok messages=1 latency=435.68ms tokens=359 out={"intent": "course_info", "confidence": 0.98, "params": {"course_name": "Bachelor of Business Administration (BA)"}}
2026-05-12 18:41:51 | INFO     | intent | intent=course_info conf=0.98 sector=education
2026-05-12 18:41:51 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] intent=course_info conf=0.98
2026-05-12 18:41:56 | INFO     | llm | LLM /v1/chat/completions ok messages=2 latency=5479.06ms tokens=973 out=Okay, fantastic choice! A Bachelor of Business Administration (BA) is a really popular and versatile degree – it opens d
2026-05-12 18:41:56 | WARNING  | memory | Redis get_history failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:41:56 | WARNING  | memory | Redis add_turn failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:41:56 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] in=Bachelor of Business Administration (BA) | out=Okay, fantastic choice! A Bachelor of Business Administration (BA) is a really popular and versatile degree – it opens d | latency=6666.47ms tokens=973
2026-05-12 18:42:06 | WARNING  | translator | translation failed src=auto tgt=ENGLISH after 94.17ms: Server error '502 Bad Gateway' for url 'https://mice-tires-intelligence-outlets.trycloudflare.com/translate'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/502
2026-05-12 18:42:06 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] sector=education src=auto tgt=ENGLISH msg=Online Application...
2026-05-12 18:42:06 | WARNING  | memory | Redis get_history failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:42:06 | INFO     | llm | LLM /v1/chat/completions ok messages=1 latency=270.08ms tokens=342 out={"intent": "admission_process", "confidence": 0.9, "params": {}}
2026-05-12 18:42:06 | INFO     | intent | intent=admission_process conf=0.9 sector=education
2026-05-12 18:42:06 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] intent=admission_process conf=0.9
2026-05-12 18:42:12 | INFO     | llm | LLM /v1/chat/completions ok messages=2 latency=5125.54ms tokens=907 out=Okay, let’s talk about getting you started at LearnHub! I understand that starting a new educational journey can be a li
2026-05-12 18:42:12 | WARNING  | memory | Redis get_history failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:42:12 | WARNING  | memory | Redis add_turn failed for b3430f7a-0bff-45be-804b-d61b08914994: Authentication required.
2026-05-12 18:42:12 | INFO     | chat | [b3430f7a-0bff-45be-804b-d61b08914994] in=Online Application | out=Okay, let’s talk about getting you started at LearnHub! I understand that starting a new educational journey can be a li | latency=5493.26ms tokens=907
2026-05-12 18:42:36 | INFO     | translator | translate src=auto tgt=ENGLISH latency=41.51ms in=who is this? out=who is this?
2026-05-12 18:42:36 | INFO     | chat | [dc00ff7f-60c9-4ad4-9d50-e509d0c9d039] sector=retail src=auto tgt=ENGLISH msg=who is this?...
2026-05-12 18:42:36 | WARNING  | memory | Redis get_history failed for dc00ff7f-60c9-4ad4-9d50-e509d0c9d039: Authentication required.
2026-05-12 18:42:37 | INFO     | llm | LLM /v1/chat/completions ok messages=1 latency=292.18ms tokens=338 out={"intent": "general_query", "confidence": 0.85, "params": {}}
2026-05-12 18:42:37 | INFO     | intent | intent=general_query conf=0.85 sector=retail
2026-05-12 18:42:37 | INFO     | chat | [dc00ff7f-60c9-4ad4-9d50-e509d0c9d039] intent=general_query conf=0.85
2026-05-12 18:42:37 | INFO     | rag | RAG: query='who is this?' sector=retail found=2 chunks
2026-05-12 18:42:37 | INFO     | llm | LLM /v1/chat/completions ok messages=2 latency=607.16ms tokens=828 out=Hello there! I’m Priya, a customer support agent here at ShopEasy. I’m sorry to hear you’re reaching out – I want to ass
2026-05-12 18:42:37 | WARNING  | memory | Redis get_history failed for dc00ff7f-60c9-4ad4-9d50-e509d0c9d039: Authentication required.
2026-05-12 18:42:37 | WARNING  | memory | Redis add_turn failed for dc00ff7f-60c9-4ad4-9d50-e509d0c9d039: Authentication required.
2026-05-12 18:42:37 | INFO     | chat | [dc00ff7f-60c9-4ad4-9d50-e509d0c9d039] in=who is this? | out=Hello there! I’m Priya, a customer support agent here at ShopEasy. I’m sorry to hear you’re reaching out – I want to ass | latency=1083.76ms tokens=828
2026-05-12 18:42:50 | INFO     | translator | translate src=auto tgt=ENGLISH latency=387.68ms in=can i have your number? out=can i have your number?
2026-05-12 18:42:50 | INFO     | chat | [dc00ff7f-60c9-4ad4-9d50-e509d0c9d039] sector=retail src=auto tgt=ENGLISH msg=can i have your number?...
2026-05-12 18:42:50 | WARNING  | memory | Redis get_history failed for dc00ff7f-60c9-4ad4-9d50-e509d0c9d039: Authentication required.
2026-05-12 18:42:51 | INFO     | llm | LLM /v1/chat/completions ok messages=1 latency=326.3ms tokens=340 out={"intent": "general_query", "confidence": 0.85, "params": {}}
2026-05-12 18:42:51 | INFO     | intent | intent=general_query conf=0.85 sector=retail
2026-05-12 18:42:51 | INFO     | chat | [dc00ff7f-60c9-4ad4-9d50-e509d0c9d039] intent=general_query conf=0.85
2026-05-12 18:42:51 | INFO     | rag | RAG: query='can i have your number?' sector=retail found=2 chunks
2026-05-12 18:42:52 | INFO     | llm | LLM /v1/chat/completions ok messages=2 latency=721.19ms tokens=848 out=I understand you’re frustrated and want to get in touch with me directly. However, as a ShopEasy customer support agent,
2026-05-12 18:42:52 | WARNING  | memory | Redis get_history failed for dc00ff7f-60c9-4ad4-9d50-e509d0c9d039: Authentication required.
2026-05-12 18:42:52 | WARNING  | memory | Redis add_turn failed for dc00ff7f-60c9-4ad4-9d50-e509d0c9d039: Authentication required.
2026-05-12 18:42:52 | INFO     | chat | [dc00ff7f-60c9-4ad4-9d50-e509d0c9d039] in=can i have your number? | out=I understand you’re frustrated and want to get in touch with me directly. However, as a ShopEasy customer support agent, | latency=1579.25ms tokens=848
